match_id,"ElapsedTime","SetNo","P1GamesWon","P2GamesWon","SetWinner","GameNo","GameWinner","PointNumber","PointWinner","PointServer","Speed_KMH","Rally","P1Score","P2Score","P1Momentum","P2Momentum","P1PointsWon","P2PointsWon","P1Ace","P2Ace","P1Winner","P2Winner","P1DoubleFault","P2DoubleFault","P1UnfErr","P2UnfErr","P1NetPoint","P2NetPoint","P1NetPointWon","P2NetPointWon","P1BreakPoint","P2BreakPoint","P1BreakPointWon","P2BreakPointWon","P1FirstSrvIn","P2FirstSrvIn","P1FirstSrvWon","P2FirstSrvWon","P1SecondSrvIn","P2SecondSrvIn","P1SecondSrvWon","P2SecondSrvWon","P1ForcedError","P2ForcedError","History","Speed_MPH","P1BreakPointMissed","P2BreakPointMissed","ServeIndicator","Serve_Direction","Winner_FH","Winner_BH","P1TurningPoint","P2TurningPoint"
2011-frenchopen-2105,1:05:47,1,6,6,0,13,0,87,2,1,0,0,1,1,42,38,43,44,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,1,0,0,0,7,0
2011-frenchopen-2105,1:06:25,1,6,6,0,13,0,88,2,1,0,8,1,2,40,39,43,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11020,0,0,0,2,2,0,0,0,0
2011-frenchopen-2105,1:06:51,1,6,6,0,13,0,89,2,2,165,3,1,3,39,41,43,46,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,12030,102,0,0,2,2,0,0,0,4
2011-frenchopen-2105,1:07:19,1,6,6,0,13,0,90,1,2,124,2,2,3,40,39,44,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22020,77,0,0,1,2,0,0,2,0
2011-frenchopen-2105,1:08:00,1,6,6,0,13,0,91,2,1,162,4,2,4,38,40,44,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12020,100,0,0,1,3,0,0,0,0
2011-frenchopen-2105,1:09:09,1,6,6,0,13,0,92,2,1,165,4,2,5,36,41,44,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11020,102,0,0,2,3,0,0,3,0
2011-frenchopen-2105,1:09:48,1,6,6,0,13,0,93,1,2,167,4,3,5,39,41,45,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11010,103,0,0,2,3,1,0,0,2
2011-frenchopen-2105,1:10:25,1,6,6,0,13,0,94,1,2,0,0,4,5,40,37,46,48,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,1,0,0,0,0,3
2011-frenchopen-2105,1:11:16,1,6,6,0,13,0,95,2,1,129,6,4,6,38,38,46,49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12020,80,0,0,1,1,0,0,2,0
2011-frenchopen-2105,1:11:57,1,6,7,2,13,2,96,2,1,139,8,0,0,33,44,46,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11023,86,0,0,2,1,0,0,6,0
2011-frenchopen-2105,1:12:57,2,0,0,0,1,0,97,2,1,137,6,0,15,33,47,46,51,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22010,85,0,0,1,2,0,1,7,10
2011-frenchopen-2105,1:13:57,2,0,0,0,1,0,98,1,1,0,0,15,15,36,47,47,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11010,0,0,0,1,2,1,0,0,0
2011-frenchopen-2105,1:14:57,2,0,0,0,1,0,99,2,1,0,1,15,30,35,49,47,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11030,0,0,0,1,2,0,0,0,0
2011-frenchopen-2105,1:15:57,2,0,0,0,1,0,100,2,1,161,4,15,40,33,50,47,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12020,100,0,0,1,3,0,0,0,3
2011-frenchopen-2105,1:17:50,2,0,1,0,1,2,101,2,1,158,2,0,0,29,56,47,54,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,12022,98,0,0,2,2,0,0,7,9
2011-frenchopen-2105,1:18:51,2,0,1,0,2,0,102,2,2,162,1,0,15,28,58,47,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,11030,100,0,0,2,1,0,0,0,0
2011-frenchopen-2105,1:19:09,2,0,1,0,2,0,103,2,2,132,1,0,30,27,60,47,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,12030,82,0,0,2,1,0,0,0,10
2011-frenchopen-2105,1:20:00,2,0,1,0,2,0,104,2,2,0,1,0,40,27,63,47,57,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21010,0,0,0,2,2,1,0,2,0
2011-frenchopen-2105,1:20:30,2,0,1,0,2,0,105,1,2,0,0,15,40,28,61,48,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21020,0,0,0,2,2,0,0,0,0
2011-frenchopen-2105,1:20:52,2,0,2,0,2,2,106,2,2,125,7,0,0,27,65,48,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,11032,77,0,0,1,2,0,0,0,5
2011-frenchopen-2105,1:21:52,2,0,2,0,3,0,107,1,1,160,1,15,0,30,65,49,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11010,99,0,0,1,1,1,0,3,0
2011-frenchopen-2105,1:22:18,2,0,2,0,3,0,108,1,1,130,5,30,0,31,63,50,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,21020,80,0,0,1,2,0,0,0,0
2011-frenchopen-2105,1:23:00,2,0,2,0,3,0,109,1,1,165,1,40,0,35,63,51,58,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13000,102,0,0,1,3,0,0,8,2
2011-frenchopen-2105,1:23:23,2,0,2,0,3,0,110,2,1,160,8,40,15,33,64,51,59,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12020,99,0,0,1,2,0,0,0,0
2011-frenchopen-2105,1:24:02,2,0,2,0,3,0,111,2,1,122,6,40,30,31,65,51,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11020,75,0,0,1,2,0,0,0,0
2011-frenchopen-2105,1:24:52,2,1,2,0,3,1,112,1,1,116,7,0,0,34,63,52,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,22022,72,0,0,2,3,0,0,1,0
2011-frenchopen-2105,1:26:50,2,1,2,0,4,0,113,1,2,167,2,15,0,35,61,53,60,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21020,103,0,0,2,2,0,0,2,3
2011-frenchopen-2105,1:27:21,2,1,2,0,4,0,114,2,2,122,1,15,15,33,62,53,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12020,75,0,0,2,2,0,0,0,0
2011-frenchopen-2105,1:27:54,2,1,2,0,4,0,115,2,2,113,1,15,30,32,64,53,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,11030,70,0,0,2,2,0,0,0,0
2011-frenchopen-2105,1:28:25,2,1,2,0,4,0,116,1,2,162,4,30,30,34,63,54,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,21030,100,0,0,2,2,0,0,1,2
2011-frenchopen-2105,1:29:30,2,1,2,0,4,0,117,2,2,0,1,30,40,33,65,54,63,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,11030,0,0,0,2,2,0,0,0,3
2011-frenchopen-2105,1:29:49,2,1,3,0,4,2,118,2,2,150,5,0,0,32,69,54,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,12032,93,0,0,1,2,0,0,0,5
2011-frenchopen-2105,1:30:29,2,1,3,0,5,0,119,2,1,119,1,0,15,32,72,54,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21010,74,0,0,1,3,1,0,2,9
2011-frenchopen-2105,1:31:07,2,1,3,0,5,0,120,2,1,133,4,0,30,32,75,54,66,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21010,82,0,0,1,2,1,0,0,10
2011-frenchopen-2105,1:31:46,2,1,3,0,5,0,121,2,1,140,4,0,40,31,77,54,67,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11030,87,0,0,1,1,0,0,0,0
2011-frenchopen-2105,1:32:24,2,1,4,0,5,2,122,2,1,0,0,0,0,25,82,54,68,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,2,0,0,0,7,0
2011-frenchopen-2105,1:33:24,2,1,4,0,6,0,123,1,2,113,2,15,0,26,80,55,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21020,70,0,0,2,2,0,0,0,5
2011-frenchopen-2105,1:35:14,2,1,4,0,6,0,124,2,2,128,7,15,15,24,81,55,69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12020,79,0,0,2,3,0,0,0,0
2011-frenchopen-2105,1:36:01,2,1,4,0,6,0,125,2,2,124,5,15,30,22,82,55,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12020,77,0,0,2,3,0,0,3,0
2011-frenchopen-2105,1:36:47,2,1,4,0,6,0,126,2,2,168,1,15,40,21,84,55,71,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,12030,104,0,0,2,2,0,0,5,4
2011-frenchopen-2105,1:37:10,2,1,5,0,6,2,127,2,2,118,3,0,0,19,87,55,72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11022,73,0,0,1,2,0,0,0,6
2011-frenchopen-2105,1:38:01,2,1,5,0,7,0,128,1,1,155,9,15,0,20,85,56,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,21020,96,0,0,1,1,0,0,0,0
2011-frenchopen-2105,1:38:40,2,1,5,0,7,0,129,1,1,121,11,30,0,23,85,57,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11010,75,0,0,1,1,1,0,2,0
2011-frenchopen-2105,1:39:56,2,1,5,0,7,0,130,2,1,131,8,30,15,21,86,57,73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12020,81,0,0,1,1,0,0,0,1
2011-frenchopen-2105,1:40:42,2,1,5,0,7,0,131,1,1,133,3,40,15,23,85,58,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,21030,82,0,0,1,2,0,0,3,0
2011-frenchopen-2105,1:41:10,2,1,5,0,7,0,132,2,1,134,2,40,30,23,88,58,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21010,83,0,0,1,3,1,0,0,3
2011-frenchopen-2105,1:41:38,2,1,5,0,7,0,133,2,1,111,8,40,40,21,89,58,75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12020,69,0,0,1,1,0,0,0,0
2011-frenchopen-2105,1:42:25,2,1,5,0,7,0,134,2,1,128,10,40,AD,19,90,58,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11020,79,0,0,1,3,0,0,4,5
2011-frenchopen-2105,1:43:12,2,1,6,2,7,2,135,2,1,120,4,0,0,14,100,58,77,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,21014,74,0,0,2,2,1,0,9,12
2011-frenchopen-2107,00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000,0,0,0,0,0,0,0,0,0
2011-frenchopen-2107,0:00:00,1,0,0,0,1,0,1,1,1,171,1,15,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,22030,106,0,0,1,2,0,0,0,0
2011-frenchopen-2107,0:00:31,1,0,0,0,1,0,2,2,1,171,8,15,15,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12020,106,0,0,1,2,0,0,0,0
2011-frenchopen-2107,0:00:54,1,0,0,0,1,0,3,1,1,125,11,30,15,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,21020,77,0,0,1,2,0,0,0,0
2011-frenchopen-2107,0:01:43,1,0,0,0,1,0,4,2,1,173,4,30,30,1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11020,107,0,0,1,3,0,0,1,1
2011-frenchopen-2107,0:02:10,1,0,0,0,1,0,5,1,1,123,9,40,30,2,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,22020,76,0,0,1,2,0,0,0,0
2011-frenchopen-2107,0:02:59,1,0,0,0,1,0,6,2,1,131,4,40,40,1,2,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11020,81,0,0,1,2,0,0,0,0
2011-frenchopen-2107,0:03:38,1,0,0,0,1,0,7,2,1,134,2,40,AD,1,3,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11020,83,0,0,1,2,0,0,0,1
2011-frenchopen-2107,0:04:27,1,0,1,0,1,2,8,2,1,0,0,0,0,1,9,3,5,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,2,0,0,0,1,8
2011-frenchopen-2107,0:05:29,1,0,1,0,2,0,9,2,2,169,1,0,15,1,13,3,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,23000,105,0,0,2,1,0,0,0,11
2011-frenchopen-2107,0:05:47,1,0,1,0,2,0,10,2,2,159,7,0,30,1,14,3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12020,98,0,0,2,1,0,0,0,0
2011-frenchopen-2107,0:06:22,1,0,1,0,2,0,11,2,2,135,0,0,40,1,16,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,12030,83,0,0,2,0,0,0,0,0
2011-frenchopen-2107,0:06:57,1,0,1,0,2,0,12,1,2,164,2,15,40,2,14,4,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21020,101,0,0,2,2,0,0,1,1
2011-frenchopen-2107,0:07:18,1,0,2,0,2,2,13,2,2,171,1,0,0,1,18,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,11032,106,0,0,1,1,0,0,0,4
2011-frenchopen-2107,0:07:52,1,0,2,0,3,0,14,2,1,166,8,0,15,1,19,4,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12020,103,0,0,1,2,0,0,0,0
2011-frenchopen-2107,0:08:18,1,0,2,0,3,0,15,2,1,135,2,0,30,1,21,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11030,83,0,0,1,2,0,0,1,7
2011-frenchopen-2107,0:08:53,1,0,2,0,3,0,16,1,1,134,1,15,30,3,20,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,21030,83,0,0,1,2,0,0,2,0
2011-frenchopen-2107,0:09:20,1,0,2,0,3,0,17,1,1,141,1,30,30,6,20,6,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12010,87,0,0,1,3,0,1,5,0
2011-frenchopen-2107,0:09:44,1,0,2,0,3,0,18,2,1,126,6,30,40,4,21,6,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12020,78,0,0,1,2,0,0,0,0
2011-frenchopen-2107,0:10:24,1,0,2,0,3,0,19,1,1,175,1,40,40,6,20,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,21030,108,0,1,1,3,0,0,0,0
2011-frenchopen-2107,0:10:43,1,0,2,0,3,0,20,1,1,134,3,AD,40,7,18,8,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,21020,83,0,0,1,1,0,0,1,2
2011-frenchopen-2107,0:11:27,1,0,2,0,3,0,21,2,1,135,2,40,40,6,20,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11030,83,0,0,1,3,0,0,2,0
2011-frenchopen-2107,0:12:17,1,0,2,0,3,0,22,1,1,145,3,AD,40,7,18,9,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,22020,90,0,0,1,1,0,0,0,0
2011-frenchopen-2107,0:12:39,1,1,2,0,3,1,23,1,1,131,5,0,0,12,18,10,13,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12012,81,0,0,2,1,0,1,5,0
2011-frenchopen-2107,0:13:39,1,1,2,0,4,0,24,2,2,136,5,0,15,10,19,10,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11020,84,0,0,2,3,0,0,0,1
2011-frenchopen-2107,0:14:39,1,1,2,0,4,0,25,2,2,175,1,0,30,8,20,10,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11020,108,0,0,2,2,0,0,0,2
2011-frenchopen-2107,0:16:06,1,1,2,0,4,0,26,1,2,166,4,15,30,11,20,11,15,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12010,103,0,0,2,3,0,1,1,0
2011-frenchopen-2107,0:16:37,1,1,2,0,4,0,27,2,2,133,3,15,40,9,21,11,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11020,82,0,0,2,1,0,0,0,0
2011-frenchopen-2107,0:17:35,1,1,3,0,4,2,28,2,2,145,3,0,0,9,26,11,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,22012,90,0,0,1,2,0,1,0,6
2011-frenchopen-2107,0:18:23,1,1,3,0,5,0,29,1,1,170,1,15,0,13,26,12,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13000,105,0,0,1,2,0,0,2,0
2011-frenchopen-2107,0:18:43,1,1,3,0,5,0,30,2,1,175,4,15,15,11,27,12,18,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11420,108,0,0,1,3,0,0,0,0
2011-frenchopen-2107,0:19:19,1,1,3,0,5,0,31,1,1,144,7,30,15,12,25,13,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,22020,89,0,0,1,1,0,0,3,1
2011-frenchopen-2107,0:19:42,1,1,3,0,5,0,32,1,1,171,5,40,15,15,25,14,18,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12410,106,0,0,1,3,0,1,0,0
2011-frenchopen-2107,0:20:14,1,1,3,0,5,0,33,2,1,137,2,40,30,13,26,14,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11020,85,0,0,1,3,0,0,0,0
2011-frenchopen-2107,0:20:53,1,2,3,0,5,1,34,1,1,111,1,0,0,16,24,15,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,22022,69,0,0,2,2,0,0,4,1
2011-frenchopen-2107,0:21:53,1,2,3,0,6,0,35,2,2,155,1,0,15,16,27,15,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,22010,96,0,0,2,1,0,1,0,2
2011-frenchopen-2107,0:23:13,1,2,3,0,6,0,36,2,2,124,5,0,30,14,28,15,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12020,77,0,0,2,1,0,0,0,0
2011-frenchopen-2107,0:23:54,1,2,3,0,6,0,37,2,2,152,1,0,40,13,30,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,11030,94,0,0,2,1,0,0,3,6
2011-frenchopen-2107,0:24:16,1,2,4,0,6,2,38,2,2,134,1,0,0,11,33,15,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12022,83,0,0,1,1,0,0,5,0
2011-frenchopen-2107,0:24:56,1,2,4,0,7,0,39,1,1,171,9,15,0,13,32,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,21030,106,0,0,1,3,0,0,0,0
2011-frenchopen-2107,0:25:32,1,2,4,0,7,0,40,2,1,133,2,15,15,11,33,16,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12020,82,0,0,1,2,0,0,0,3
2011-frenchopen-2107,0:26:03,1,2,4,0,7,0,41,1,1,143,1,30,15,13,32,17,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,21030,88,0,0,1,1,0,0,2,0
2011-frenchopen-2107,0:26:24,1,2,4,0,7,0,42,2,1,131,2,30,30,11,33,17,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12020,81,0,0,1,3,0,0,0,0
2011-frenchopen-2107,0:27:02,1,2,4,0,7,0,43,2,1,140,10,30,40,9,34,17,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11020,87,0,0,1,1,0,0,0,1
2011-frenchopen-2107,0:27:41,1,2,5,0,7,2,44,2,1,158,2,0,0,7,41,17,27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,22012,98,0,0,2,2,0,1,6,9
2011-frenchopen-2107,0:29:25,1,2,5,0,8,0,45,1,2,167,2,15,0,10,41,18,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11010,103,0,0,2,1,1,0,0,0
2011-frenchopen-2107,0:29:52,1,2,5,0,8,0,46,1,2,133,8,30,0,11,39,19,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22020,82,0,0,2,1,0,0,0,0
2011-frenchopen-2107,0:30:37,1,2,5,0,8,0,47,2,2,148,3,30,15,9,40,19,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11020,92,0,0,2,2,0,0,2,1
2011-frenchopen-2107,0:31:10,1,2,5,0,8,0,48,1,2,124,8,40,15,12,40,20,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11010,77,0,0,2,1,1,0,0,0
2011-frenchopen-2107,0:32:11,1,2,5,0,8,0,49,2,2,169,1,40,30,11,42,20,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,11030,105,1,0,2,1,0,0,0,3
2011-frenchopen-2107,0:32:36,1,3,5,0,8,1,50,1,2,128,2,0,0,16,38,21,29,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,21022,79,0,0,1,1,0,0,7,0
2011-frenchopen-2107,0:33:18,1,3,5,0,9,0,51,1,1,145,5,15,0,17,36,22,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,21020,90,0,0,1,1,0,0,0,4
2011-frenchopen-2107,0:33:46,1,3,5,0,9,0,52,2,1,144,2,15,15,15,37,22,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11020,89,0,0,1,3,0,0,0,5
2011-frenchopen-2107,0:34:10,1,3,5,0,9,0,53,1,1,119,3,30,15,16,35,23,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,21020,74,0,0,1,2,0,0,0,0
2011-frenchopen-2107,0:34:44,1,3,5,0,9,0,54,2,1,124,2,30,30,16,38,23,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22010,77,0,0,1,2,0,1,1,0
2011-frenchopen-2107,0:35:19,1,3,5,0,9,0,55,2,1,141,2,30,40,16,41,23,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22010,87,0,0,1,1,0,1,0,4
2011-frenchopen-2107,0:35:43,1,3,5,0,9,0,56,1,1,171,7,40,40,18,40,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,21030,106,0,1,1,3,0,0,2,5
2011-frenchopen-2107,0:36:19,1,3,5,0,9,0,57,1,1,142,1,AD,40,19,38,25,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,21020,88,0,0,1,1,0,0,3,0
2011-frenchopen-2107,0:36:38,1,3,5,0,9,0,58,2,1,134,2,40,40,17,39,25,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11020,83,0,0,1,2,0,0,0,0
